timestamp,open,high,low,close,volumefrom,volumeto
2025-04-02 02:57:00,84751.35,84753.0,84732.33,84743.33,8.453,716316.55
2025-04-02 02:58:00,84743.33,84774.54,84705.65,84745.98,14.97,1268484.03
2025-04-02 02:59:00,84745.98,84752.88,84719.41,84724.25,4.575,387660.8
2025-04-02 03:00:00,84724.25,84769.63,84707.7,84758.85,6.863,581513.8
2025-04-02 03:01:00,84758.85,84790.73,84742.14,84790.07,4.714,399552.28
2025-04-02 03:02:00,84790.07,84831.96,84789.72,84831.1,13.07,1108257.79
2025-04-02 03:03:00,84831.1,84835.09,84823.99,84824.71,12.98,1101520.41
2025-04-02 03:04:00,84824.71,84854.37,84822.74,84849.1,3.56,302063.58
2025-04-02 03:05:00,84849.1,84850.09,84812.84,84817.22,8.366,709731.83
2025-04-02 03:06:00,84817.22,84829.21,84796.34,84825.97,11.15,945977.49
2025-04-02 03:07:00,84825.97,84882.88,84822.92,84882.88,10.69,906582.37
2025-04-02 03:08:00,84882.88,84907.96,84850.73,84864.73,12.36,1048789.47
2025-04-02 03:09:00,84864.73,84873.47,84848.11,84849.9,8.223,697777.03
2025-04-02 03:10:00,84849.9,84872.91,84841.67,84871.44,6.409,543785.38
2025-04-02 03:11:00,84871.44,84887.93,84852.7,84852.7,6.276,532513.1
2025-04-02 03:12:00,84852.7,84853.96,84842.21,84847.56,5.476,464605.46
2025-04-02 03:13:00,84847.56,84852.8,84840.61,84840.62,3.073,260719.7
2025-04-02 03:14:00,84840.62,84853.48,84837.76,84853.42,5.858,497030.5
2025-04-02 03:15:00,84853.42,84870.48,84811.67,84813.26,14.35,1217389.45
2025-04-02 03:16:00,84813.26,84893.68,84813.26,84885.41,11.5,975885.31
2025-04-02 03:17:00,84885.41,84886.19,84837.27,84837.27,10.38,881102.5
2025-04-02 03:18:00,84837.27,84857.46,84828.6,84848.71,6.57,557483.61
2025-04-02 03:19:00,84848.71,84848.72,84729.79,84736.27,9.368,794263.19
2025-04-02 03:20:00,84736.27,84746.38,84723.78,84745.15,8.667,734328.39
2025-04-02 03:21:00,84745.15,84753.37,84723.74,84725.92,12.32,1043420.17
2025-04-02 03:22:00,84725.92,84733.08,84702.22,84730.61,10.69,905226.91
2025-04-02 03:23:00,84730.61,84730.61,84708.57,84725.27,9.921,840369.46
2025-04-02 03:24:00,84725.27,84746.61,84722.02,84738.54,4.96,420256.35
2025-04-02 03:25:00,84738.54,84748.79,84710.1,84748.13,14.67,1242531.4
2025-04-02 03:26:00,84748.13,84748.13,84707.35,84707.35,7.854,665332.02
2025-04-02 03:27:00,84707.35,84707.35,84687.27,84688.59,7.964,674464.54
2025-04-02 03:28:00,84688.59,84692.67,84683.68,84685.66,2.039,172666.9
2025-04-02 03:29:00,84685.66,84721.04,84674.05,84715.4,7.496,634942.36
2025-04-02 03:30:00,84715.4,84727.34,84694.19,84727.34,8.375,709480.63
2025-04-02 03:31:00,84727.34,84791.0,84725.07,84785.15,20.76,1759794.54
2025-04-02 03:32:00,84785.15,84786.0,84749.38,84750.16,7.527,638091.48
2025-04-02 03:33:00,84750.16,84750.47,84725.3,84742.39,4.832,409463.86
2025-04-02 03:34:00,84742.39,84761.34,84719.73,84719.96,6.101,517003.07
2025-04-02 03:35:00,84719.96,84719.96,84685.94,84686.45,2.468,208996.35
2025-04-02 03:36:00,84686.45,84686.45,84631.31,84653.57,11.08,937545.97
2025-04-02 03:37:00,84653.57,84653.58,84585.51,84589.39,24.19,2046532.1
2025-04-02 03:38:00,84589.39,84589.39,84511.96,84532.29,26.11,2207912.03
2025-04-02 03:39:00,84532.29,84567.48,84523.47,84567.38,5.465,462033.05
2025-04-02 03:40:00,84567.38,84572.13,84537.85,84542.25,7.634,645431.09
2025-04-02 03:41:00,84542.25,84594.21,84542.25,84594.21,7.692,650479.88
2025-04-02 03:42:00,84594.21,84594.28,84583.56,84585.68,4.835,408942.51
2025-04-02 03:43:00,84585.68,84596.21,84566.32,84587.53,8.086,683912.03
2025-04-02 03:44:00,84587.53,84604.77,84586.19,84604.12,6.832,577944.27
2025-04-02 03:45:00,84604.12,84631.14,84602.95,84631.14,3.589,303668.08
2025-04-02 03:46:00,84631.14,84636.65,84568.27,84596.94,8.852,748846.67
2025-04-02 03:47:00,84596.94,84635.35,84596.94,84633.93,3.622,306489.92
2025-04-02 03:48:00,84633.93,84635.21,84614.78,84628.3,8.494,718826.94
2025-04-02 03:49:00,84628.3,84636.38,84587.4,84589.62,5.917,500657.81
2025-04-02 03:50:00,84589.62,84631.15,84586.07,84617.32,9.046,765401.04
2025-04-02 03:51:00,84617.32,84642.03,84615.51,84630.14,5.571,471484.43
2025-04-02 03:52:00,84630.14,84630.14,84583.86,84614.55,10.71,906236.05
2025-04-02 03:53:00,84614.55,84615.97,84590.21,84594.68,3.924,331905.46
2025-04-02 03:54:00,84594.68,84608.09,84580.01,84580.49,5.395,456357.36
2025-04-02 03:55:00,84580.49,84595.6,84578.49,84588.82,3.182,269144.64
2025-04-02 03:56:00,84588.82,84597.01,84587.81,84596.96,4.052,342735.28
2025-04-02 03:57:00,84596.96,84608.46,84578.73,84580.58,8.527,721316.98
2025-04-02 03:58:00,84580.58,84595.17,84579.37,84595.16,5.362,453533.5
2025-04-02 03:59:00,84595.16,84607.7,84551.75,84555.07,5.764,487521.58
2025-04-02 04:00:00,84555.07,84560.03,84520.18,84549.03,9.577,809597.65
2025-04-02 04:01:00,84549.03,84573.31,84531.16,84534.84,9.408,795410.63
2025-04-02 04:02:00,84534.84,84604.42,84534.42,84604.42,5.67,479380.81
2025-04-02 04:03:00,84604.42,84619.23,84598.81,84616.82,2.232,188884.36
2025-04-02 04:04:00,84616.82,84641.03,84616.82,84641.03,0.0,0.0
